País,Producto,Elemento,Año,Valor,Z_score
Estados Unidos de América,Energía,Emisiones (CO2),1963,3112243.2,11.543339
América septentrional,Energía,Emisiones (CO2),2002,3108984.5,11.531147
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1975,3108009.5,11.527499
América septentrional,Energía,Emisiones (CO2eq) (AR5),2013,3107123.2,11.524184
América septentrional,Energía,Emisiones (CO2eq) (AR5),2018,3104520.5,11.514446
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1989,3102298.8,11.506135
Europa,Energía,Emisiones (CO2eq) (AR5),2009,3102100.2,11.505392
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2004,3102053.2,11.505217
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1973,3100015.8,11.497594
Europa,Energía,Emisiones (CO2eq) (AR5),2018,3095458.0,11.480542
Europa,Energía,Emisiones (CO2),2001,3094840.2,11.478231
América septentrional,Energía,Emisiones (CO2),2001,3093379.2,11.472765
América septentrional,Energía,Emisiones (CO2eq) (AR5),2015,3093237.8,11.472236
Asia,Energía,Emisiones (CO2),1990,3092905.5,11.470993
Asia,Suelos agrícolas,Emisiones (CO2),2005,3092375.8,11.469011
Europa,Energía,Emisiones (CO2),1997,3091352.2,11.465182
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2015,3087528.0,11.450874
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,3085342.0,11.442697
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),1992,3084439.8,11.439321
Europa oriental,Energía,Emisiones (CO2),1969,3083706.0,11.436576
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,3079493.0,11.4208145
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2006,3073818.0,11.399583
Países No-Anexo I,Energía,Emisiones (CO2),1973,3072843.8,11.395938
América septentrional,Energía,Emisiones (CO2eq) (AR5),2019,3072597.0,11.395015
Europa,Energía,Emisiones (CO2),1998,3071988.5,11.392738
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,3071014.0,11.389093
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1997,3069929.5,11.3850355
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2000,3067067.8,11.37433
Europa,Energía,Emisiones (CO2),2002,3066377.0,11.371745
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,3065284.5,11.367658
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1972,3061828.8,11.35473
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,3061421.2,11.353205
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2003,3057831.5,11.339775
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2001,3057347.5,11.337964
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),2003,3056079.8,11.333221
América septentrional,Energía,Emisiones (CO2),1961,3055161.8,11.329787
América septentrional,Energía,Emisiones (CO2eq) (AR5),1995,3055078.2,11.329474
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,3054492.8,11.327284
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1974,3054397.8,11.326929
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2007,3054147.5,11.325993
América septentrional,Energía,Emisiones (CO2eq) (AR5),2012,3053766.8,11.324568
Europa,Energía,Emisiones (CO2),2000,3051470.5,11.315977
Unión Europea (27),Energía,Emisiones (CO2),1971,3048282.8,11.304051
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2014,3047490.5,11.301087
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,3046525.0,11.297476
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2002,3042777.2,11.283454
Europa,Energía,Emisiones (CO2eq) (AR5),2017,3041962.0,11.280404
Europa,Energía,Emisiones (CO2),1999,3040286.8,11.274137
América septentrional,Energía,Emisiones (CO2),1999,3039262.5,11.270305
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),2002,3036532.0,11.26009
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2008,3034804.5,11.253627
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,3033597.5,11.249111
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1988,3032002.2,11.243143
Asia oriental,Energía,Emisiones (CO2eq) (AR5),2000,3030792.8,11.238618
América septentrional,Energía,Emisiones (CO2eq) (AR5),1994,3029604.8,11.234174
Asia,Suelos agrícolas,Emisiones (CO2),2004,3027609.0,11.226707
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),1991,3026145.2,11.221231
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2001,3025078.5,11.21724
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2008,3024209.2,11.213988
América septentrional,Energía,Emisiones (CO2eq) (AR5),2017,3022769.2,11.208601
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2013,3018787.5,11.193705
América septentrional,Energía,Emisiones (CO2eq) (AR5),2016,3017167.5,11.187644
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,3013586.0,11.174245
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,3013273.8,11.173077
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,3013058.8,11.172273
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1971,3011294.8,11.165673
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,3007535.0,11.151607
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2012,3003653.8,11.137087
Europa,Energía,Emisiones (CO2),2010,3003464.2,11.136377
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,3002438.2,11.132539
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1994,2998009.0,11.115969
Europa,Energía,Emisiones (CO2eq) (AR5),2016,2996876.5,11.111732
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1973,2996105.2,11.108847
Américas,Suelos agrícolas,Emisiones (CO2),2007,2995039.5,11.104859
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,2994698.5,11.103583
América septentrional,Energía,Emisiones (CO2),2010,2993943.8,11.1007595
Europa,Energía,Emisiones (CO2eq) (AR5),2014,2991681.2,11.092296
Asia,Energía,Emisiones (CO2),1974,2991604.8,11.09201
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,2990290.2,11.087091
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,2990156.8,11.086592
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,2989842.8,11.085417
Europa,Energía,Emisiones (CO2eq) (AR5),2015,2989408.5,11.083793
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,2989309.2,11.083422
América septentrional,Energía,Emisiones (CO2),1998,2988759.0,11.081363
Unión Europea (27),Energía,Emisiones (CO2),1970,2985951.8,11.07086
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,2985472.0,11.069065
América septentrional,Energía,Emisiones (CO2eq) (AR5),1993,2983927.0,11.063285
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1998,2983528.8,11.061795
Asia oriental,Energía,Emisiones (CO2),2002,2981138.8,11.052854
Europa,Energía,Emisiones (CO2),2011,2978334.8,11.042364
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2007,2977936.0,11.040872
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1999,2977650.2,11.039803
Estados Unidos de América,Energía,Emisiones (CO2),1962,2976475.5,11.035408
Américas,Suelos agrícolas,Emisiones (CO2),2008,2973179.2,11.023076
China,Energía,Emisiones (CO2),2005,2971634.5,11.017297
Américas,Suelos agrícolas,Emisiones (CO2),2005,2969997.2,11.011171
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,2969348.8,11.008745
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1999,2969223.5,11.008277
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),2000,2968321.8,11.004904
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2011,2967929.8,11.003437
América septentrional,Energía,Emisiones (CO2),1997,2965829.0,10.995578
Europa,Energía,Emisiones (CO2),2012,2964205.8,10.989505
Américas,Suelos agrícolas,Emisiones (CO2),2006,2962882.0,10.984552
Europa,Energía,Emisiones (CO2eq) (AR5),2019,2961508.8,10.979415
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2015,2961018.2,10.97758
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1970,2960202.5,10.974528
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,2957915.8,10.965973
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,2957530.0,10.96453
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,2957400.8,10.9640465
China,Energía,Emisiones (CO2eq) (AR5),2004,2956722.0,10.961507
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1987,2955032.5,10.955186
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,2953779.5,10.950499
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,2952852.8,10.947031
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,2952374.2,10.945241
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2003,2952286.2,10.944912
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1997,2949718.0,10.935304
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,2948329.2,10.930108
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2010,2947680.8,10.927682
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1972,2947042.8,10.925295
Américas,Suelos agrícolas,Emisiones (CO2),2004,2945196.5,10.918387
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,2945081.0,10.917955
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1969,2941845.5,10.905851
Europa oriental,Energía,Emisiones (CO2),1968,2940525.5,10.900913
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,2940440.2,10.900594
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2009,2935021.5,10.8803215
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2009,2934329.8,10.877733
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,2933604.0,10.875018
América septentrional,Energía,Emisiones (CO2),2009,2930125.0,10.862002
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1999,2929481.8,10.859596
América septentrional,Energía,Emisiones (CO2),2011,2928817.0,10.857109
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1968,2928226.5,10.8549
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,2927304.0,10.851449
Asia,Energía,Emisiones (CO2),1973,2926988.2,10.850267
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1998,2926553.5,10.848641
América septentrional,Energía,Emisiones (CO2eq) (AR5),2022,2925794.0,10.845799
América septentrional,Energía,Emisiones (CO2eq) (AR5),1992,2925093.8,10.84318
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1986,2924645.2,10.841502
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,2924278.2,10.840129
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,2922310.2,10.832767
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2008,2922078.0,10.831898
Américas,Suelos agrícolas,Emisiones (CO2),2010,2921808.5,10.83089
Estados Unidos de América,Energía,Emisiones (CO2),2007,2919399.2,10.821876
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1971,2918553.0,10.818709
Estados Unidos de América,Energía,Emisiones (CO2),2005,2918130.2,10.817128
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1996,2917714.2,10.815572
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,2916935.5,10.812658
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2010,2916525.8,10.811126
Américas,Suelos agrícolas,Emisiones (CO2),2003,2916480.8,10.810957
América septentrional,Energía,Emisiones (CO2),2014,2916114.0,10.809586
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2003,2915937.8,10.808926
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2002,2915034.5,10.805547
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,2912765.0,10.797056
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),2001,2912074.2,10.794472
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1997,2910863.5,10.789942
Europa,Energía,Emisiones (CO2eq) (AR5),2022,2909449.8,10.784653
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2008,2908233.2,10.780102
Europa,Energía,Emisiones (CO2eq) (AR5),2021,2905722.0,10.770707
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2002,2905371.2,10.769395
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,2905329.0,10.769237
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2022,2905329.0,10.769237
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1996,2904820.0,10.767332
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,2903566.2,10.762642
Estados Unidos de América,Energía,Emisiones (CO2),2004,2902760.0,10.759625
América septentrional,Energía,Emisiones (CO2),1996,2899131.5,10.746051
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,2896952.8,10.7379
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,2895569.0,10.732722
Américas,Suelos agrícolas,Emisiones (CO2),2002,2895430.5,10.732204
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1995,2894136.8,10.727365
OECD,Suelos agrícolas,Emisiones (CO2),2007,2893156.8,10.723698
América septentrional,Energía,Emisiones (CO2eq) (AR5),2021,2892538.5,10.721385
Asia oriental,Energía,Emisiones (CO2),1983,2892497.8,10.721232
América septentrional,Energía,Emisiones (CO2),2018,2886421.0,10.698499
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1967,2885661.5,10.695657
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,2884586.0,10.691633
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,2883428.8,10.687304
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,2880516.0,10.676407
Europa,Energía,Emisiones (CO2),2013,2879643.0,10.673141
América septentrional,Energía,Emisiones (CO2),2013,2879637.8,10.673121
Américas,Suelos agrícolas,Emisiones (CO2),2001,2878947.2,10.670538
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2),1990,2878795.8,10.669971
Europa,Energía,Emisiones (CO2),2009,2878674.5,10.6695175
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,2877092.2,10.663598
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,2875792.8,10.658736
América septentrional,Energía,Emisiones (CO2eq) (AR5),1990,2875676.5,10.658301
Estados Unidos de América,Energía,Emisiones (CO2),2006,2875340.5,10.657044
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,2873042.8,10.648448
América septentrional,Energía,Emisiones (CO2),2015,2871695.0,10.643406
Estados Unidos de América,Energía,Emisiones (CO2),2000,2871421.5,10.642383
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2021,2871351.8,10.642121
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,2871351.8,10.642121
Américas,Suelos agrícolas,Emisiones (CO2),2009,2871238.8,10.641699
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,2870926.2,10.64053
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1970,2870000.5,10.637067
OECD,Suelos agrícolas,Emisiones (CO2),2005,2869399.8,10.634819
Asia oriental,Suelos agrícolas,Emisiones (CO2),2021,2869008.8,10.633356
OECD,Suelos agrícolas,Emisiones (CO2),2006,2868975.8,10.633233
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1985,2868756.2,10.632412
América septentrional,Energía,Emisiones (CO2eq) (AR5),1991,2868698.2,10.6321945
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2007,2866316.5,10.623284
OECD,Suelos agrícolas,Emisiones (CO2),2004,2863916.0,10.614304
Estados Unidos de América,Energía,Emisiones (CO2),1961,2863553.5,10.612947
Estados Unidos de América,Energía,Emisiones (CO2),2003,2859767.8,10.598784
Asia oriental,Suelos agrícolas,Emisiones (CO2),2022,2857518.5,10.590369
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,2857206.5,10.589202
Unión Europea (27),Energía,Emisiones (CO2),1969,2856354.2,10.586014
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2011,2855991.0,10.584655
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,2853658.2,10.575928
América septentrional,Energía,Emisiones (CO2),2019,2849971.5,10.562135
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1969,2849932.2,10.561988
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,2849878.5,10.561787
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2009,2848906.2,10.558149
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1996,2846282.5,10.548333
Europa,Energía,Emisiones (CO2),2018,2845454.0,10.545234
Estados Unidos de América,Energía,Emisiones (CO2),2002,2845011.2,10.543577
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2005,2844536.2,10.5418005
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1984,2843838.5,10.53919
OECD,Suelos agrícolas,Emisiones (CO2),2008,2843532.5,10.538045
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,2843185.0,10.536745
Europa oriental,Energía,Emisiones (CO2),1967,2839906.5,10.52448
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1995,2838839.2,10.520487
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1968,2835195.8,10.506856
América septentrional,Energía,Emisiones (CO2),1995,2834138.5,10.5029
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,2832964.8,10.498509
Estados Unidos de América,Energía,Emisiones (CO2),2008,2832786.0,10.497841
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,2830928.0,10.49089
Países No-Anexo I,Energía,Emisiones (CO2),1972,2829207.2,10.484452
OECD,Suelos agrícolas,Emisiones (CO2),2003,2828895.8,10.483287
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,2827900.0,10.479561
América septentrional,Energía,Emisiones (CO2),2012,2827803.2,10.479199
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2014,2826819.0,10.475517
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2006,2825878.2,10.471997
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1966,2825448.2,10.470388
Estados Unidos de América,Energía,Emisiones (CO2),2001,2824510.2,10.46688
"China, Continental",Energía,Emisiones (CO2),2005,2822860.0,10.460706
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,2820592.2,10.452222
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1994,2817016.5,10.438844
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2004,2815354.8,10.432628
América septentrional,Energía,Emisiones (CO2),2017,2811915.8,10.419762
América septentrional,Energía,Emisiones (CO2),2016,2811810.0,10.419366
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2004,2809721.0,10.4115505
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,2809468.5,10.410605
América septentrional,Energía,Emisiones (CO2),1994,2808635.0,10.407488
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1983,2808261.2,10.406089
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2012,2807223.5,10.402206
Américas,Suelos agrícolas,Emisiones (CO2),2000,2803989.5,10.390108
Asia oriental,Energía,Emisiones (CO2),2001,2802501.5,10.384541
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1998,2802284.2,10.383728
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,2801954.0,10.382493
Asia oriental,Energía,Emisiones (CO2),1982,2801360.8,10.380273
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2013,2799887.2,10.374761
Europa,Energía,Emisiones (CO2),2017,2799223.2,10.372276
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,2798316.8,10.368885
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,2796114.2,10.360645
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1967,2794223.8,10.353573
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,2793156.8,10.349581
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,2792485.5,10.34707
OECD,Suelos agrícolas,Emisiones (CO2),2000,2788475.2,10.332067
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,2787273.8,10.327571
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1995,2786125.5,10.323276
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2005,2785786.0,10.322005
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,2784626.8,10.317669
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,2784167.0,10.3159485
OECD,Suelos agrícolas,Emisiones (CO2),2002,2783869.5,10.314836
Asia oriental,Energía,Emisiones (CO2),2000,2783575.0,10.313734
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,2777299.0,10.290254
Estados Unidos de América,Energía,Emisiones (CO2),1999,2776216.2,10.286203
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2015,2773680.2,10.276715
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2009,2773440.2,10.275818
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,2772662.2,10.272907
OECD,Suelos agrícolas,Emisiones (CO2),2001,2770221.2,10.263775
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,2769498.5,10.261071
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1965,2768983.0,10.259143
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1994,2767664.2,10.254209
Europa,Energía,Emisiones (CO2eq) (AR5),2020,2767102.5,10.252108
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1999,2767026.2,10.2518215
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,2766075.0,10.248263
América septentrional,Energía,Emisiones (CO2),1993,2765872.5,10.247505
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1993,2765242.2,10.245148
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,2764986.2,10.24419
Asia oriental,Suelos agrícolas,Emisiones (CO2),2020,2760539.0,10.227552
Europa,Energía,Emisiones (CO2),2016,2759005.0,10.221813
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2013,2756632.8,10.212938
Europa,Energía,Emisiones (CO2),2014,2755755.5,10.209656
Europa,Energía,Emisiones (CO2),2015,2755598.2,10.209067
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,2755318.2,10.20802
Américas,Suelos agrícolas,Emisiones (CO2),1999,2755150.0,10.207391
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,2754951.0,10.206646
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2018,2754437.0,10.204723
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1982,2754286.5,10.204161
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,2753837.0,10.202478
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,2752972.0,10.199243
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,2752335.8,10.196862
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,2751006.2,10.191888
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,2750724.0,10.190832
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2012,2750696.2,10.190728
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1992,2750000.0,10.188124
OECD,Suelos agrícolas,Emisiones (CO2),2010,2744753.5,10.168496
América septentrional,Energía,Emisiones (CO2eq) (AR5),2020,2744422.0,10.167255
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1966,2743728.8,10.164662
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,2743486.0,10.1637535
Asia oriental,Energía,Emisiones (CO2),1979,2741770.0,10.157334
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,2741431.5,10.156068
Asia oriental,Suelos agrícolas,Emisiones (CO2),2019,2739895.2,10.15032
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,2739336.0,10.148228
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1989,2737703.8,10.142121
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,2737413.5,10.141035
Asia oriental,Energía,Emisiones (CO2),1980,2736816.2,10.138801
Américas,Suelos agrícolas,Emisiones (CO2),1998,2736703.2,10.138378
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2004,2735485.5,10.133822
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,2733802.2,10.127525
